name,gmap_id,latitude,longitude,stars,review_count,hours_Monday,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday,city,ZIP Code
Franco & Giuseppe Cucina Italiana,0x89c6c185289e4609:0xe11f66de065ae37,39.967849699999995,-75.28974149999999,4.7,16,Closed,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,Upper Darby,19082
Alkeme,0x882d7fe53bbc5a83:0xbd2fa971475c91cb,42.129881399999995,-80.086005,4.5,258,Closed,15:00–21:00,15:00–21:00,15:00–21:00,11:30AM–10PM,11:30AM–10PM,Closed,Erie,16501
Pasquale's Pizzeria,0x8834ef8ada639c83:0xdcf1081471bad8d2,40.3565508,-79.8960563,4.1,128,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Dravosburg,15034
Capri Pizza J&S Pizza II,0x8834bd73914cb087:0x3ebedd8ba828c8eb,40.627058,-79.721346,4.5,28,Closed,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,Natrona Heights,15065
Bruno's of Lititz,0x89c618666b5cc81b:0xd1fd15bcbe4be9c7,40.1589518,-76.3067444,4.8,148,10:00–14:00,10:00–14:00,10:00–14:00,10:00–14:00,10AM–6:30PM,10:00–14:00,Closed,Lititz,17543
Original Italian Pizza Restaurant,0x89c592da1b7a0191:0x3e24351ae3887a6d,40.7839469,-76.2308273,4.4,145,Closed,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,10:00–14:00,Frackville,17931
Italiana's Pizza,0x89c6c2e4b4dfe96f:0x4da29cf0561521bc,39.8862143,-75.30216229999999,4.2,118,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,00:00–22:00,Prospect Park,19076
"Mannino's Pizzeria & Restaurant - Lebanon, PA",0x89c6031dd43c2ca9:0xdc884008fcc2bcdf,40.3406046,-76.40745,4.5,516,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–11PM,10:30AM–11PM,11:00–22:00,Lebanon,17042
Gio's II Pizza Shop,0x89c6842ceb18ed81:0xa3d5a8b588f0174c,40.2592776,-75.6134434,4.4,118,Closed,10:30AM–8:30PM,10:30AM–8:30PM,10:30AM–8:30PM,10:30AM–9PM,10:30AM–9PM,11:00–21:00,Pottstown,19464
Rocco's Pizza,0x89c8fc11d28a9caf:0x7ef004fc869e2d84,40.0075897,-77.11472119999999,4.5,276,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,00:00–20:00,York Springs,17372
Tasta Pizza,0x89cd806818329971:0x3dfbc49889a5afc,41.9660754,-78.62372189999999,4.4,348,11AM–12:30AM,11AM–12:30AM,11AM–12:30AM,11AM–12:30AM,11AM–12:30AM,11AM–12:30AM,11:00–23:00,Bradford,16701
Italian Village Pizza,0x89cb7c71aca18f05:0xc5b077f3e6f74a6f,40.660597599999996,-78.7786002,4.1,198,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Northern Cambria,15714
Napoli's Italian Family Restaurant,0x89c8a87c624d46bd:0x23412f1b1a215660,40.333372,-76.497745,4.4,198,Closed,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Annville,17003
Joseph Tambellini Restaurant,0x8834f27fc816c817:0x7cb53af5650e87e7,40.4765065,-79.9215024,4.7,313,Closed,Closed,Closed,16:00–23:00,16:00–23:00,16:00–23:00,16:00–23:00,Pittsburgh,15206
Jim's Italian Cuisine,0x89cea2e25af2e4ab:0xd80cb0fc74e2e42d,40.9117867,-77.77611929999999,4.6,355,Closed,10:00–14:00,10:00–14:00,10:00–14:00,10:00–14:00,10:00–14:00,Closed,Bellefonte,16823
Dolce Vita Italian Restaurant,0x89c8c18ee81ad119:0x8591b54e755d6029,40.240605599999995,-76.911025,4.6,253,Closed,4:30–10PM,4:30–10PM,4:30–10PM,4:30–10:30PM,4:30–10:30PM,4:30–9PM,Camp Hill,17011
Pizza village Tomatoe Pie,0x89c4010b1a281f79:0xac76f5c761e25a93,40.3471538,-75.0315906,3.9,125,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,11:00–21:00,Lahaska,18931
Gino's Pizza Lynch Field,0x8834d03b4f77a8ed:0x86bf3adb715caca8,40.308543,-79.5378978,3.7,118,11:00–22:00,11:00–22:00,11AM–10:30PM,11AM–10:30PM,11:00–23:00,11:00–23:00,11:00–22:00,Greensburg,15601
Best In Town Pizza,0x89c6b4014f5ae911:0x3583504e77ee771,40.061588,-75.05604,3.7,228,11AM–10:40PM,11AM–10:40PM,11AM–10:40PM,11AM–10:40PM,11AM–11:40PM,11AM–11:40PM,12–10:40PM,Philadelphia,19152
Mamma Maria's,0x89c4ed64c1495103:0xb475dfde3e9667ec,41.147921,-75.3749321,4.5,427,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Closed,Tobyhanna,18466
Villa Barolo,0x89c6a8b8cb4c3173:0xfac0ecdef8378a97,40.250901999999996,-75.13265799999999,4.4,436,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,Warrington,18976
Annabella's Italian Restaurant,0x89c14e6bf968c1d5:0xaf4be9bd83ea2751,40.095362699999995,-74.94489779999999,4.4,186,Closed,15:00–20:00,15:00–20:00,15:00–20:00,15:00–21:00,15:00–21:00,15:00–20:00,Bensalem,19020
Mr P's Pizza & Pasta!,0x89c6bbb9c22e605b:0x70d4efda28aedcbc,40.111592,-75.212847,4.2,183,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–22:00,Flourtown,19031
Spatola's Pizza,0x89c403b7651a3afb:0x8e2f66ebc3b399ac,40.3588889,-75.08749999999999,4.4,168,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,10:30AM–9PM,Doylestown,18902
Peppino's Italian Chop House,0x883279829fe41f25:0x2c71a681aa8b4e08,42.0644415,-80.23228929999999,4.5,138,Closed,Closed,17:00–21:00,17:00–21:00,17:00–21:00,17:00–21:00,Closed,Fairview,16415
Avanti's,0x88327fed5df0d321:0xb1528b9b7530080a,42.1137319,-80.1218561,4.6,488,08:00–14:00,08:00–14:00,08:00–14:00,08:00–14:00,08:00–14:00,08:00–14:00,08:00–14:00,Erie,16505
Mangia! Italian Restaurant & Pizzeria,0x89c67191082f8315:0xe50d42739b56bbc0,40.2901515,-75.97838999999999,4.4,388,11:00–20:00,Closed,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,09:00–20:00,Mohnton,19540
The Quick Fixx,0x89c6c63cbd4abb97:0xd424f54ed32b7364,39.944054099999995,-75.1675839,4.4,178,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Philadelphia,19146
Giuseppe's Pizza Cantina,0x89c8e81af4d210c9:0x7b1cf9ce4b87a258,40.214473999999996,-76.9962456,4.7,328,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,10AM–9:30PM,11:00–00:00,Mechanicsburg,17055
Steak 'Em-Up - South Philly,0x89c6c5fd2df74dbf:0x1129f9fad810e7cc,39.9174351,-75.1660713,3.9,253,8AM–10:45PM,8AM–10:45PM,8AM–10:45PM,8AM–10:45PM,8AM–10:45PM,8AM–10:45PM,8AM–10:45PM,Philadelphia,19148
Novas Pasta & Pizza,0x89c6453e88dc1337:0xaa33686583ebb1ba,39.9582167,-75.9202008,3.9,78,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–22:00,Parkesburg,19365
Montesano Bros Trattoria & Catering,0x89c68ac78cb2094d:0xd3e9407546ac8abe,40.078099,-75.690789,4.8,255,11:00–19:00,11:00–19:00,11:00–19:00,11:00–19:00,11:00–20:00,11:00–20:00,09:00–15:00,Chester Springs,19425
K N D's Pizza,0x89cf6a92f594df49:0x5de9c8b8d5f93ec4,40.8571356,-76.79308929999999,4.3,198,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–11PM,10:30AM–11PM,10:30AM–10PM,Sunbury,17801
Bertucci's Italian Restaurant,0x89c6efbaaaaaaaab:0x5d5474b469d73e6d,39.8845984,-75.529139,3.8,358,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11:00–22:00,11:00–22:00,11:00–22:00,11AM–9:30PM,Glen Mills,19342
From The Boot,0x89c6bd19105e85b5:0xd385b497ec7c3c58,40.1551709,-75.301693,4.4,302,Closed,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,00:00–21:00,Blue Bell,19422
Pizza Town,0x89cf0d7b581f1a03:0xf9e85aa9b2f879b1,41.0128968,-76.861144,4.5,395,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,Milton,17847
C & C Pizza and restaurant,0x89c5e3d38abe3679:0xf85c840002593b8f,40.4920859,-76.1841135,4.6,427,Closed,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,Strausstown,19559
Primo Pizza & Grill,0x89c43baea46c8c51:0x969dda95f5bd6283,40.5659661,-75.4750195,4.4,138,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,12–8:30PM,Allentown,18103
Hatfield Pizzeria,0x89c6a1a034e61bb5:0x964da20565430eb1,40.278465,-75.297157,4.3,238,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–21:00,Hatfield,19440
Osteria Saporino BYOB,0x89c6adef04bdd001:0xc640559c0e6aca92,40.1579258,-75.04684639999999,4.6,355,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,16:00–21:00,Huntingdon Valley,19006
Baci Ristorante,0x89c4021fc5805c5b:0xf4405a46da855ab0,40.324784199999996,-75.0619581,4.5,158,4:30PM–2AM,16:00–02:00,11:30AM–2AM,11:30AM–2AM,11:30AM–2AM,11:30AM–2AM,11:30AM–2AM,Doylestown,18902
Uncle Charlie's Bella Pizza,0x89dad8bb10d2ea27:0x2052a8d70fc92fad,41.8784928,-75.72706099999999,4.7,118,Closed,15:00–20:00,15:00–20:00,15:00–20:00,15:00–20:00,15:00–20:00,Closed,New Milford,18834
A Taste of Italy,0x89c583f88ce45897:0x4363e3b693c14122,41.027825,-76.355634,4.6,237,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,Closed,Bloomsburg,17815
Pizza Romano,0x8834f229dee20fb5:0x289a9a0cf1e67816,40.4406803,-79.9569568,3.5,248,11:00–02:00,11:00–04:00,11:00–02:00,11:00–03:00,11:00–03:00,11:00–03:00,12:30PM–2AM,Pittsburgh,15213
Colarusso's Coal Fire Pizza,0x89c4d993f281a1f1:0xad43dcc2adbca4cb,41.4523363,-75.6343108,4.4,364,Closed,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–20:00,Dickson City,18519
Pizza Joe's,0x88324e6ebf05bfef:0x8960469c01f1385e,40.927976,-80.144395,4.5,156,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,14:00–21:00,Portersville,16051
Margherita Pizzeria,0x89c6c88572364cdd:0x4eb62b7dd3cd4daf,39.948535199999995,-75.1441972,4.4,128,11AM–7:30PM,11AM–7:30PM,11AM–7:30PM,11AM–7:30PM,11:00–21:00,11:00–21:00,11AM–7:30PM,Philadelphia,19106
The Red Tomato Pizzeria,0x89c436f31c8f2647:0xa0ee9f017ae1ffe6,40.647431999999995,-75.59536829999999,4.1,248,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,11:00–21:00,Orefield,18069
Caretti's Pizza and Italian restaurant,0x89c99efe6f232945:0xe2716230494454ee,39.9225256,-77.6084501,4.8,448,Closed,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,Chambersburg,17202
La Cucina Fanti,0x89c6a53f6549fe37:0x49ac99f59b42752c,40.1785869,-75.1788688,4.5,88,3:30–9PM,00:00–21:00,00:00–21:00,00:00–21:00,11:00–21:00,11:00–21:00,00:00–21:00,Horsham,19044
Jorge's Pizza,0x89c8be2ea8a3ccf1:0x6268e9316eb8c489,40.2033328,-76.7737652,4.3,353,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–21:00,Highspire,17034
Pescatore's Restaurant,0x89c6fab8cff68369:0xc606e6a1e42cd18,39.869203,-75.544839,4.2,378,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,11:30AM–8PM,Glen Mills,19342
Rossi's Ristorante,0x89c4d072416423b5:0xcf548f287a42a27e,41.4869499,-75.555191,4.5,308,Closed,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,16:00–20:00,Archbald,18403
Cafe Soriano,0x89c4da7fa4592583:0xfeb8a4f63e80cc42,41.480039,-75.576657,4.6,234,Closed,Closed,16:00–20:00,08:00–13:00,08:00–13:00,08:00–13:00,08:00–13:00,Peckville,18452
Giuseppe's Pasta Steaks Seafood,0x89c50d50ca680dcf:0x14a777e03f29242b,41.2065887,-76.005455,4.5,178,Closed,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,Closed,Nanticoke,18634
Slice on Broadway-Beechview,0x8834f7203293c6ab:0x62ebcccd04f85d86,40.404152499999995,-80.0304689,4.3,428,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–20:00,Pittsburgh,15216
Colangelo's Bakery & Cafe,0x8834f3dce9d6f48f:0x618c5123b9ec26fa,40.451574199999996,-79.9827653,4.7,138,Closed,Closed,09:00–17:00,09:00–17:00,09:00–17:00,08:00–17:00,08:00–16:00,Pittsburgh,15222
Willow Inn,0x89c6b02e4c0836af:0xd893407338ba11af,40.1454995,-75.1162317,4.3,225,Closed,Closed,15:00–22:00,15:00–22:00,15:00–22:00,15:00–22:00,11:00–19:00,Willow Grove,19090
Bella Mia,0x89c4f89ef9ae311f:0xdd3d7979fe191b1e,41.009625,-75.59902,4.3,193,Closed,00:00–20:00,00:00–20:00,00:00–20:00,00:00–21:00,00:00–21:00,Closed,Albrightsville,18210
City View Pizza and Grill,0x89c6c7d240b5db6b:0xfa428cfc99715a4,39.963068,-75.16444299999999,4.0,507,11AM–9:45PM,11AM–9:45PM,11AM–9:45PM,11AM–9:45PM,11AM–10:45PM,11:00–23:00,12–9:30PM,Philadelphia,19130
Rocco's Pizzeria LLC,0x8834d9f251c30e3d:0x7288883075a1f0cb,40.237333,-79.5793736,4.2,316,Closed,Closed,09:00–20:00,09:00–20:00,09:00–21:00,09:00–21:00,09:00–20:00,Youngwood,15697
Pizza Palace Plus,0x89cdc657a956e79b:0x185c83b2b436f92f,41.511156299999996,-78.23883,4.5,194,Closed,10:30AM–9PM,10:30AM–9PM,10:30AM–9PM,10:30AM–10PM,10:30AM–10PM,10:30AM–9PM,Emporium,15834
Ida's Restaurant,0x8834bdf076813793:0x24e26b2127ce4903,40.5919264,-79.7305425,3.9,158,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Lower Burrell,15068
Talia,0x8834f159cd397579:0x4f20371d280644dd,40.4412945,-79.9968367,4.4,198,Closed,17:00–21:00,17:00–21:00,17:00–21:00,17:00–22:00,17:00–22:00,Closed,Pittsburgh,15219
Garbarino's,0x8834f3eadcdd1db9:0xfd18f4e709dbd18e,40.460537599999995,-79.9270228,4.1,85,Closed,17:00–21:00,17:00–21:00,17:00–21:00,17:00–21:00,17:00–21:00,Closed,Pittsburgh,15206
New Station Pizza,0x89c6a3cf4eb171fb:0xef2062d0c2457806,40.2409362,-75.28389969999999,4.2,358,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–22:00,Lansdale,19446
Peppers By Amedeo's Restaurant & Bar,0x89c695c3709285cb:0x178da6ee5fc73a0b,40.0943766,-75.3694218,4.2,682,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,King of Prussia,19406
D'Arc's Pizza Shop,0x89cb0539c4be7697:0x8d27fe51d1b0f92c,40.231726099999996,-78.8258622,4.7,168,Closed,Closed,Closed,15:00–21:00,15:00–21:00,15:00–21:00,15:00–21:00,Windber,15963
Salt & Pepper Italian Bistro & Pizza,0x89c6233eb3d726c1:0x9d85d68a4d179dc8,40.0851135,-76.2891284,4.4,308,Closed,10:30AM–9PM,10:30AM–9PM,10:30AM–9:30PM,10:30AM–11PM,10:30AM–11PM,11:00–21:00,Lancaster,17601
Original Italian Pizza,0x89c5eea58c787bc9:0x1e915bb89e07c11a,40.682317399999995,-76.1902994,4.4,258,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Pottsville,17901
Bigginz,0x89cb3c06ef261463:0xdd35d7ae195cbc03,40.3560924,-79.1070747,4.6,98,9:30AM–9PM,9:30AM–9PM,9:30AM–9PM,9:30AM–9PM,9:30AM–9PM,9:30AM–9PM,9:30AM–9PM,New Florence,15944
Johnny's Wife's Place,0x8834c4d59277db47:0xc8e7eea76e6a444b,40.332257899999995,-79.6058444,4.2,388,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,11:00–02:00,12:00–02:00,12:00–02:00,Jeannette,15644
Pizza Bellino,0x8834f2003aa0849b:0x8f718cfc2a3cc7aa,40.4382722,-79.921363,3.5,208,10:00–01:00,10:00–01:00,10:00–01:00,10:00–01:00,10:00–01:00,10:00–01:00,10:00–01:00,Pittsburgh,15217
"Frank's Pizza (next to Dairy Queen, across from Dunkin Donuts)",0x89c9962798f35be9:0x86c0e7644ed8155c,39.743491899999995,-77.5491029,4.6,373,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Waynesboro,17268
Mario's Pizza Cafè,0x89c430833cec866b:0x10121846d3894c60,40.5790642,-75.5252431,4.1,108,10AM–9:15PM,10AM–9:15PM,10AM–9:15PM,10AM–9:15PM,10AM–10:15PM,10AM–10:15PM,11AM–9:15PM,Allentown,18103
Michael Maria's Pizza,0x88353e344a18f53d:0x14255c85bb23c2ed,39.896422799999996,-79.7207121,4.0,58,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Uniontown,15401
Anthony's Coal Fired Pizza,0x89c6c097af37750f:0x93ec6ab9dcf4eee4,40.0008735,-75.2728283,4.1,364,15:00–21:00,15:00–21:00,15:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Wynnewood,19096
Affamato's Pizza & Italian Restaurant,0x89c696ed397fadc7:0xefbb946319e22f20,40.1313324,-75.4013274,4.4,218,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–21:00,Norristown,19403
La Casa Di Lucia,0x89c6b2865414ca23:0xd86dd999b53084a6,40.132337,-75.01089999999999,4.3,248,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,00:00–20:00,Philadelphia,19116
J. Colarusso's Pizza & Catering,0x89c4df0b8b8abd49:0xbced9c66ad2fdd31,41.383085,-75.6858458,4.5,58,16:00–21:00,16:00–21:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,Scranton,18505
Joe's Pizza,0x89c6ae4b3f9492e5:0xc8e8d67465ffa90c,40.176212,-75.106233,4.4,156,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,2–9:30PM,Hatboro,19040
Salute Ristorante Italiano,0x89c6730a2e0c511d:0x48add53ed6cbe3f6,40.3256435,-76.0454381,4.6,338,Closed,11AM–9:30PM,11AM–9:30PM,11AM–9:30PM,11AM–10:30PM,11AM–10:30PM,11:30AM–9:30PM,Sinking Spring,19608
Anastasi Seafood,0x89c6c61f1ba2a449:0x639042dd6366030e,39.9360989,-75.15827639999999,4.5,390,Closed,09:00–19:00,09:00–19:00,09:00–20:00,09:00–20:00,09:00–20:00,9AM–7:30PM,Philadelphia,19147
Villa Italia Ristorante,0x883320511877de6d:0xdccabfecd436ba30,41.4248921,-79.7021896,4.3,608,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,Closed,Oil City,16301
Parma Pizza & Grill,0x89c8919a1979e6b5:0x4011c9701f0557d6,40.0611739,-76.71682369999999,3.3,18,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–10:30PM,10:30AM–10:30PM,11AM–9:30PM,Manchester,17345
Lariele Wood Fired Square Pie,0x89c6e90627fb043d:0xd2c2b97cb082d37c,39.9182973,-75.3915275,3.9,113,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–9PM,11:30AM–10PM,11:30AM–10PM,11:30AM–9PM,Media,19063
Bruno's at Greenfield,0x89c63b5f143fdf1f:0x246ae9e45a791505,40.0537476,-76.25210229999999,4.5,48,10:00–14:00,10:00–14:00,10:00–14:00,10:00–14:00,10:00–14:00,Closed,Closed,Lancaster,17601
Two Cousins Pizza,0x89c625dc3456ea4d:0xe6d9874b666bba85,40.010111699999996,-76.35638569999999,4.3,208,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–10:30PM,10:30AM–11:30PM,10:30AM–11:30PM,11AM–10:30PM,Millersville,17551
Il Boscaiolo Italiano Ristorante,0x89c6a3b4f8b77769:0x6d51b3260319c3ed,40.2337758,-75.2917317,4.3,178,Closed,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,16:00–21:00,Lansdale,19446
Big PaPa's Brick Oven Pizza,0x89c48cbc3fcf9cc9:0xf633a37acc2b9a07,41.0609819,-75.3167148,3.7,208,12:30–9PM,12:30–9PM,12:30–9PM,12:30–9PM,12:30–9PM,12–9:30PM,12–9:30PM,Scotrun,18355
Ciro's Italian Bistro,0x89c6224cb5944c8f:0x1ed5ea76b45f0b4d,40.105838,-76.3341129,4.5,558,Closed,11:00–20:00,11:00–20:00,11:00–20:00,11:00–21:00,11:00–21:00,00:00–20:00,Lancaster,17601
Little Mamma's Restaurant,0x89cebcaeea1a4e13:0xc237b8aca0b54e0a,40.867985999999995,-77.74612859999999,4.3,128,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–21:00,10:00–20:00,Closed,Pleasant Gap,16823
Fat Angelo's,0x88353e90b8149ea3:0x89a96bf9f1cb72e8,39.9185212,-79.6791662,4.2,237,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–22:00,10:00–22:00,11:00–21:00,Lemont Furnace,15456
Serpico Pizza,0x89c51bad8acfdebf:0x93489917543cfd74,41.2475814,-75.8525695,4.7,286,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,Closed,Wilkes-Barre Township,18702
Amadeo's Pizza & Deli,0x89c4f10ff3f872b1:0xd67f0be08cbe6ab9,41.1044409,-75.4690999,4.2,164,Closed,Closed,11:00–20:00,11:00–20:00,11:00–21:00,11AM–8:30PM,Closed,Pocono Pines,18350
Cucina Vitale,0x8834f176b13c1171:0xc088f233775d5d0a,40.4274552,-79.969123,4.8,218,Closed,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,11:00–14:00,Closed,Pittsburgh,15203
Scarpino,0x8834f3dafb1c5075:0xdf13d029cf5cd9de,40.4441792,-79.9957299,4.7,46,Closed,Closed,17:00–22:00,17:00–22:00,17:00–22:00,11:00–22:00,11:00–15:00,Pittsburgh,15222
Two Cousins Pizza & Restaurant,0x89c8c17f08988f51:0x3bf4c7d24deb746b,40.256541,-76.915213,4.2,178,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,11:00–21:00,00:00–20:00,Camp Hill,17011
Olive Garden Italian Restaurant,0x89c88c69c807e4cd:0xe2f706dcec486ddd,39.9736666,-76.7646091,4.0,2172,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,York,17404
Basile Italian Delight Restaurant,0x89c5bbf7d5b8537d:0xf3106fd2fdb4611c,40.835823,-75.9926452,4.4,603,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,10:30AM–10PM,11:30AM–9PM,Tamaqua,18252
DiMaio's Mustard Seed,0x89c5e9c3a36a8787:0xcb2f1b8628ccd069,40.6544349,-76.1007353,4.5,318,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–9:30PM,10:30AM–10PM,10:30AM–10PM,10:30AM–9:30PM,Orwigsburg,17961
Vocelli Pizza,0x8834f77eaaaaaaab:0x805fec4517b8f72f,40.351892899999996,-80.05027799999999,4.1,58,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–00:00,11:00–00:00,11:00–22:00,Mt Lebanon,15228
Dolce Vita,0x89c69dbee0b49cd7:0xab6392ed9b6bfb20,40.331193999999996,-75.456915,4.7,207,Closed,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–21:00,Sumneytown,18084
The Pizza Shack,0x89c6c5e1f07e5681:0x3deef7e8e5e06ee9,39.919471,-75.172619,4.1,158,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,00:00–22:00,Philadelphia,19145
Venice Pizza and Pasta,0x89c626f287db40bd:0xd808519275c497bf,40.042148999999995,-76.389162,4.5,447,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,11:00–22:00,Lancaster,17603
Ruffino’s Italian Kitchen & Pizzeria,0x89c4257f69512f27:0x197f665ed66e40c3,40.487173,-75.523826,4.5,138,16:00–20:00,11:00–21:00,11:00–21:00,11:00–21:00,11:00–22:00,11:00–22:00,00:00–21:00,Zionsville,18092
Sir Pizza,0x883489ff2e7cd8f7:0xbbecb4dfd8e849c9,40.615429999999996,-80.09136099999999,4.4,205,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,11:00–20:00,00:00–20:00,Wexford,15090
Sunseri Pizza,0x8834f0fae36f8147:0xf3f66a1fce4b4dad,40.393682,-79.973492,4.4,192,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,16:00–22:00,Pittsburgh,15227
Michael's Pizza Bar,0x8834f1742023ddbf:0x3f5dcf801353794a,40.426248099999995,-79.9681952,4.6,336,00:00–22:00,00:00–22:00,00:00–22:00,00:00–22:00,00:00–22:00,00:00–22:00,00:00–20:00,Pittsburgh,15203
